"firm","link","business","companyintroduction","companyname","province","city","registeredcapital","datacertification","securitydeposit","businessmode","businessscope","productssold","productspurchased","mainindustry","companytype","companysize","registrationyear","component","service","endproduct","city_eng","province_eng"
"深圳智航无人机有限公司","https://www.81uav.cn/com/sduav/","服务范围：无人机智能飞控系统，高端影视航拍云台，高清图传的开发商及小型无人机应用的系统集成","深圳智航无人机有限公司，总部位于深圳南山科技园，是集专业研发，生产，销售为一体的全球领先无人机企业，是国际顶尖的无人机智能飞控系统，高端影视航拍 云台，高清图传的开发商及小型无人机应用的系统集成企业。公司依托多年无人机飞行平台的研发和生产背景，并与北京航空航天大学,深圳大学等高校深度合作，在飞行平台的设计，生产，工艺，模具的快速开发等方面取得了一定的成绩，在航空复合材料的生产应用上达到了国际领先的水平。     智航无人机以科技创新为根本，坚持自主研发，锐意进取，致力成为国际顶尖的智能飞控系统和专业无人飞行器的国际化企业，公司以“智能科技”为核心发展方 向，以“智能化，傻瓜化”的产品设计理念，针对市场不同需求，采用多旋翼无人机和固定翼无人机相互结合，其广泛应用于国家生态环境保护，航空摄影测绘，矿 产资源勘探，灾情监视，交通巡逻，电力巡线，治安监控，应急减灾，城镇规划等诸多领域。     智航无人机以“智能科技改变未来”为主旨，以领先的技术优势，创新的产品设计，高品质的产品和服务满足客户的需求，以最尖端的科技，最先进，最稳定的产品带给您未来美好的智能科技生活。","深圳智航无人机有限公司","广东","深圳","未填写",NA,"已缴纳 0.00 元","制造商,贸易商","无人机智能飞控系统，高端影视航拍云台，高清图传的开发商及小型无人机应用的系统集成","Not available","Not available","无人机整机 无人机整机 / 无人机配件 无人机培训","企业单位 (制造商,贸易商)",NA,2014,1,1,0,"Shenzhen subprovincial city in Guangdong, special economic zone close Hong Kong","hillsides"
"伟峰宇泡沫手板公司","https://www.81uav.cn/com/qinguoan/","服务范围：泡沫手板 塑胶手板 ABS代木阳模 CNC加工","深圳伟峰宇科技手板有限公司（简称“伟峰宇”）成立于2010年，位于广东省深圳市。是一家专业生产销售EPS泡沫手板、EPO泡沫手板、EPP泡沫手板、塑胶手板的厂家本公司专业制作、加工、销售、定做泡沫模型，泡沫模型雕刻，泡沫模型雕塑，泡沫模型道具，展览展示模型，动漫模型，卡通模型，人物模型，动物模型，花车模型，彩车模型，花船模型，彩船模型，道具模型，影视道具模型，舞台道具模型，立体模型，3d广告模型，变形金刚模型，机器人模型，机器猫模型，米老鼠模型，唐老鸭模型，米奇模型，米妮模型，吉祥物模型，假山模型，模型雕刻。      泡沫价格不但低廉，材质更有可塑性。快捷的造型模型等领域展现出独特魅力","伟峰宇泡沫手板公司","广东","深圳","10万人民币","企业资料通过认证","已缴纳 0.00 元","制造商","泡沫手板 塑胶手板 ABS代木阳模 CNC加工","泡沫手板 塑胶手板 ABS代木阳模 CNC加工","泡沫手板 塑胶手板 ABS代木阳模 CNC加工","无人机培训 无人机整机 / 无人机配件","个体经营 (制造商)",NA,2008,1,1,0,"Shenzhen subprovincial city in Guangdong, special economic zone close Hong Kong","hillsides"
"德奥通用航空","https://www.81uav.cn/com/deao2015/","服务范围：无人机研发生产服务，研发制造高性能、系列化的轻型无人机（RU100,RU300）和载人直升机(RS10,RS20)；代理奥地利西贝尔航空器公司（Schiebel）S-100国际一流无人直升机；研发制造高性能转子式、活塞式航空发动机，并延伸经营用于精密铸造的消失模","德奥通用航空股份有限公司（以下简称公司），是主营通用航空高科技业务的上市公司（A002260），目前公司市值逾100亿元，下属国内子公司有德奥直升机有限公司、德奥无人机运营服务公司、德奥航空发动机有限公司、南通斯太尔航空发动机有限公司、德奥进出口有限公司等，海外子公司有瑞士Mistral Engine SA，奥地利Acrostcyr Rotary Sarl，瑞士Rotor Swiss Helicopter SA，德国Rotor Schmiede GmbH，奥地利AeroSteyr Engines GmbH，俄罗斯Rotorfly，瑞士Idea Precision Casting SA等。       公司专注于研发制造高性能、系列化的超轻型、轻型载人直升机和无人直升机及其相关的运营服务。目前超轻型载人直升机系列有单座，双座，3座，4座直升机；无人直升机系列按任务载荷有如下级别：100千克，150千克，250千克。 公司在中国独家总代理奥地利西贝尔公司世界一流的S-100无人直升机，引进西贝尔10多年宝贵的无人直升机应用、运营、培训、维护经验技术，推动中国在无人机领域发展； 公司还专注于研发制造高性能转子式、活塞式航空发动机，并延伸经营用于精密铸造的消失模。可使用车用汽油、航空汽油、汽油混合燃料的转子式系列，按功率有119千瓦（160 马力），149千瓦（200 马力），171千瓦（230 马力），224千瓦（300 马力），270千瓦（360 马力）。使用柴油的活塞式系列，按功率有135千瓦（180 马力），150千瓦（200 马力），200千瓦（267 马力）。 公司依托如下三个平台，实现两大业务板块的可持续发展： 一流技术平台。通过在东欧和西欧并购优良通航资产，拥有并持续发展国际领先的共轴双旋翼系统核心技术；拥有并持续发展汽油、柴油、煤油、油电混合四种能源的高性能转子、活塞式航空发动机等核心技术；拥有并持续发展国际领先的消失模技术；拥有并持续发展国际领先的厨房电器核心技术。 一流人才平台。核心研发团队由德国、奥地利、瑞士、俄罗斯等45位国际专家和原中国商飞上海飞机设计研究院、上海飞机制造公司、西安飞机制造公司、北京航空航天大学等20位高级专家组成，中方成员中享受国务院特殊津贴研究员级高工1位，研究员级高工7位，高工12位。 一流融资平台。下属子公司深圳前海伊立浦资产管理有限公司作为公司通用航空资本运作的主体，发挥上市公司优势，为公司通用航空产业储备持续的发展能力。","德奥通用航空","江苏","南通","未填写","企业资料通过认证","已缴纳 0.00 元","制造商,贸易商,服务商","无人机研发生产服务，研发制造高性能、系列化的轻型无人机（RU100,RU300）和载人直升机(RS10,RS20)；代理奥地利西贝尔航空器公司（Schiebel）S-100国际一流无人直升机；研发制造高性能转子式、活塞式航空发动机，并延伸经营用于精密铸造的消失模","代理奥地利西贝尔航空器公司（Schiebel）S-100国际一流无人直升机| 德奥 RU100/300超轻型共轴双旋翼无人直升机 | RS系列超轻型载人直升机","Not available","无人机整机","企业单位 (制造商,贸易商,服务商)",NA,2014,0,0,1,"Nantong prefecture level city in Jiangsu","Jiangsu"
"昆山爱旺国际贸易有限公司","https://www.81uav.cn/com/tomxia/","服务范围：电子产品，服装，灯具，无人机","昆山爱旺国际贸易有限公司主要从事称重传感器，称重设备，LED圣诞灯，OEM / ODM服装，无人机等产品的出口。","昆山爱旺国际贸易有限公司","江苏","苏州","未填写",NA,"已缴纳 0.00 元","贸易商","电子产品，服装，灯具，无人机","Not available","无人机","无人机整机 无人机整机 / 无人机配件 无人机培训","企业单位 (贸易商)","1-49人",2014,1,1,0,"Suzhou prefecture level city in Jiangsu","Jiangsu"
"弈衡北京国际会展服务有限公司","https://www.81uav.cn/com/z1546652501/","服务范围：航空与通航运营 、医疗转运服务 、救援与逃生装备","三、2015年新亮点 ◎ 致力于打造防护救援领域全产业链行业交流、洞悉市场走向的平台 ◎ 推动中国社会紧急救援产业发展 ◎ 国家紧急救援产业政策与发展战略的解读 ◎ 交流国际、国内领先防护救援技术和经验 ◎ 政府采购应急救援物资流程体系 ◎ 军民储备采购紧急救援物资需求情况 ◎ 航空应急救援与无人机应急救灾应用 ◎ 宣传全民参与防护救援培训，应对突发事件的科普知识 ◎ 公益社会责任事迹展，模拟情景演示与互动体验","弈衡北京国际会展服务有限公司","北京","北京","300万人民币",NA,"已缴纳 0.00 元","服务商","航空与通航运营 、医疗转运服务 、救援与逃生装备","Not available","Not available","无人机整机 / 无人机配件","企业单位 (服务商)","100-499人",2002,1,0,0,"Beijing, capital of People's Republic of China","Beijing, capital of People's Republic of China"
"广东省惠州市飞鹰商贸有限公司","https://www.81uav.cn/com/eagleteam/","服务范围：无人飞机航拍 电力拉线无人飞机","公司简介         深圳市科比特航空科技有限公司是一家专业从事多旋翼无人机系统的研发、生产、销售、服务为一体化的高新科技企业。         多旋翼无人机广泛应用于航空摄影、影视航拍、广告航拍、电力拉线、航空遥感、国土监察、城市规划、森林防火、交通管理、空中侦察、抗震救灾等多个行业。                  企业精神：至诚、精细、创新。以至诚的态度做好服务、以精细的产品赢得顾客的信赖、并以不断创新的理念开发新产品和开拓新领域。         公司培养了一只专业从事影视航拍、广告航拍、测绘航拍的专业航拍服务团队，承接各类大型活动，影视广告、突发事件、勘探勘察等各类无人机航拍及监控服务。 壹三玖     二一五五     三零玖伍","广东省惠州市飞鹰商贸有限公司","广东","惠州","500万人民币",NA,"已缴纳 0.00 元","制造商,贸易商","无人飞机航拍 电力拉线无人飞机","Not available","Not available","无人机培训 无人机整机 无人机整机 / 无人机配件","企业单位 (制造商,贸易商)","100-499人",2008,1,1,0,"Huizhou prefecture level city in Guangdong province","hillsides"
"深圳市多好达科技发展有限公司","https://www.81uav.cn/com/liujie778899/","服务范围：多旋翼无人机，无人机动力电池，无人机动力电池充电器等","本公司致力于无人机动力电池及相关充电器的研发生产销售业务，同时可为客人提供一整套无人机系统方案，广泛应用于农业植保，航拍，科考等领域，欢迎各地客商接洽商谈具体事宜。","深圳市多好达科技发展有限公司","广东","深圳","50万人民币","企业资料通过认证","已缴纳 0.00 元","制造商","多旋翼无人机，无人机动力电池，无人机动力电池充电器等","电池/充电器/无人机系统","机架，电调，马达等","无人机整机 / 无人机配件 / 电池","企业单位 (制造商)","1-49人",2009,1,0,0,"Shenzhen subprovincial city in Guangdong, special economic zone close Hong Kong","hillsides"
"成都银赛航空技术有限公司","https://www.81uav.cn/com/liulzly/","服务范围：大载荷无人直升机、多旋翼无人机、高端飞控系统研发。","成都银赛航空主是一家主要以研发为主从事航空相关领域行业的公司。公司尊崇“踏实、拼搏、责任”的企业精神，并以诚信、共赢、开创经营理念，创造良好的企业环境，以全新的管理模式，完善的技术，周到的服务，卓越的品质为生存根本，我们始终坚持用户至上 用心服务于客户，坚持用自己的服务去打动客户，欢迎各位新老客户来我公司参观指导工作。公司产品主要业务范围有航电设备，航空发动机，机械加工，精密铸造包括无人机研发制造、飞控等几大领域。主要面向拥有私人飞机个体、企业用户和有着大批商品粮种植基地的农机合作社或农场。 公司集合一批国家级技术团队，主要研发制造航空电子设备，航空发动机 通讯设备 航电系统、飞控系统、以及机械加工，和精密铸造等。 其中公司项目研发团队总工程师是国家级专家，享受国务院特殊津贴。  成功案例： 2009年，我公司于吉林边防签订无人机销售协议，为公安系统提供无人机产品及技术支持，系公司第一例公安边防系统巡防无人机应用案例。 2010 年，我公司于海南海警边防签订巡防无人机销售协议。 2011 年，我公司于云南地质局签售测绘无人机。 2011 年，我公司为国家某研发所战略合作共同开发飞控系统。 2013 年，我公司于嘉荫农场签售农用无人机销售协议。系首次使用农林产品。并得到良好使用评价。 同年4月，我公司为850农场租售农用无人机，航化面积累计达到50万亩。 2014 年， 我公司为湖北省森林防火中心租售农林检测无人机，检测面积达400万公顷。","成都银赛航空技术有限公司","四川","成都","未填写","企业资料通过认证","已缴纳 0.00 元","制造商,贸易商,服务商","大载荷无人直升机、多旋翼无人机、高端飞控系统研发。","Not available","Not available","无人机整机 无人机整机 / 无人机配件","企业单位 (制造商,贸易商,服务商)",NA,2011,1,0,0,"Chengdu","Sichuan"
"河南通用航空公司","https://www.81uav.cn/com/hntyhk/","服务范围：无人机航空摄影,无人机航空测绘,直升机租赁,飞机出租","河南通用航空集团公司已正式取得中国民航局颁发的经营许可证和运行合格证，凭借多年的运营经验和优秀的管理团队旨在为客户提供优质的直升机租赁服务，集团公司目前拥有罗宾逊R44、R22直升机、贝尔206直升机等机型，可提供航空作业飞行、商务飞行和空中摄影、航空测绘、旅游观光、庆典活动等飞机租赁、托管、维护等服务。","河南通用航空公司","河南","郑州","1000万人民币",NA,"已缴纳 0.00 元","贸易商,服务商","无人机航空摄影,无人机航空测绘,直升机租赁,飞机出租","无人机航拍摄影整机装备","Not available","无人机整机 无人机培训","个体经营 (贸易商,服务商)","1-49人",2011,0,1,0,"Zhengzhou prefecture level city and capital of Henan Province in central China","He'nan Mengguzu autonomous county in Qinghai"
"湖南金骏农业科技有限公司","https://www.81uav.cn/com/hnjinjun/","服务范围：湖南金骏农业科技有限公司是一家专业从事超低空遥控植保飞机的研究与开发，是一家集研究、开发、生产、销售、应用为一体的高科技企业","湖南金骏农业科技有限公司位于美丽星城长沙，成立于2011年12月，是一家航空设备、飞行器控制系统的研发、生产、销售及低空植保无人直升机的生产销售服务一体的航空高新技术产业公司。公司集研发，制造，销售，培训，租赁及售后服务，农林作物病虫害专业化防治为一体。是国家农业产品补贴定点单位，被评为“湖南省诚信经营先进企业”。 我司主要产品有：金骏电动3ZD-05（8轴）、金骏电动3ZD-10（4轴）、金骏电动3ZD-20（4轴）、金骏油动3ZD-10（有副翼）、金骏油动3ZD-15（无副翼）五种机型，做到大小搭配，高低搭配，机型全面。2012年公司建立了全省首家无人植保飞机5S服务基地，使用飞防专用药剂，采用与统防统治专业组织、农民专业化合作社、农资植保企业联合，承包的方式进行全方位合作。 我公司长期与华中科技大学、北京航空航天大学、南京航空航天大学、长沙航空职业技术学院、华南农业大学、湖南农业大学等科研院校进行产学研合作，并结合国家产业政策和市场需求，投入很大力量研究开发适合农业植保用无人直升机和飞控系统，通过用户的实际作业使用，安全性、操作性、实用性都达到了应用要求。 公司以“诚信、共赢”的经营理念，以“一流的产品、一流的技术、一流的服务”与各级主管单位、科研团体、植保组织开展战略合作，共创双赢。 公司愿景 公司定位于无人机应用的研发、生产和销售，10、20、 30、100公斤级油动无人直升机系统研发生产，逐渐由专业操纵手依赖型转向自由控制型。做到产品交付培训后，新用户便可以自如地操纵飞行。打造中国超低空遥控无人机第一品牌。","湖南金骏农业科技有限公司","湖南","长沙","1000万人民币",NA,"已缴纳 0.00 元","制造商,贸易商,服务商","湖南金骏农业科技有限公司是一家专业从事超低空遥控植保飞机的研究与开发，是一家集研究、开发、生产、销售、应用为一体的高科技企业","金骏电动3ZD-5（8）|金骏电动3ZD-10（4）|金骏油动3ZD-10|金骏油动3ZD-15","Not available","无人机整机 无人机整机 / 无人机配件 无人机培训","企业单位 (制造商,贸易商,服务商)","50-99人",2011,1,1,0,"Changsha prefecture level city and capital of Hunan province in south central China","Hunan"
"武汉海德斯路科技有限公司","https://www.81uav.cn/com/headsolution/","服务范围：无人机产品代理应用商","武汉海德斯路科技有限公司是一家高科技企业，地处武汉东湖高新区武大科技园。海德斯路立足激光点云处理、应用技术，充分整合Trimble移动测量系统、 Trimble三维激光扫描系统、手持扫描仪等点云数据获取软硬件技术，形成面向测绘地理信息、文化遗产、工业信息化、矿山信息化、容量计量、监测检测、 建筑BIM、警用安防等多领域整体解决方案。立志推动三维扫描技术的普及与应用，成为三维数据获取设备、整体应用解决方案的专业技术咨询及供应商。","武汉海德斯路科技有限公司","湖北","武汉","未填写",NA,"已缴纳 0.00 元","制造商,贸易商,服务商","无人机产品代理应用商","Not available","Not available","无人机整机 无人机整机 / 无人机配件","企业单位 (制造商,贸易商,服务商)",NA,2013,1,0,0,"Wuhan city on Changjiang, subprovincial city and capital of Hubei province","Hubei"
"天津中翔腾航科技有限公司","https://www.81uav.cn/com/toaero/","服务范围：无人机的研发、生产和服务","天津中翔腾航科技有限公司致力于智能无人机的研发、生产和服务，广泛应用于军事、国土资源测量、气象观测、城市规划、林业矿产资源等众多领域，公司成立于2012年10月，总部坐落于天津市东丽区。 我们可根据客户具体需求，提供多种规格的无人直升机平台，以满足专业化，个性化的细分市场需求，并可为客户提供飞控系统和地面控制系统集成、外场作 业人员培训等一条龙服务。目前公司已完成T50、T100、T300和X6型号的无人直升机研发、设计，并已通过试飞测试。 经过两年的发展，公司已经取得了ISO9001质量管理体系认证、天津市科技型中小企业认定、计算机软件著作权等众多荣誉。","天津中翔腾航科技有限公司","天津","天津","未填写",NA,"已缴纳 0.00 元","制造商,贸易商,服务商","无人机的研发、生产和服务","Not available","Not available","无人机整机","企业单位 (制造商,贸易商,服务商)",NA,2012,0,0,1,"Tianjin","Tianjin"
"广州会多展览有限公司","https://www.81uav.cn/com/wurenji/","服务范围：微型无人机 多轴飞行器 云台 FPV","广东省航空学会成立于1984年，又称中国航空学会广东分会。发起单位为广州空军（司令部、装备部等），广州民航局（含南方航空公司、白云机场公司、广州广东省航空学会广东省航空学会民航学院、深圳航空公司），广东省体委（含省航空运动协会、航空运动基地、航空运动学校、）","广州会多展览有限公司","广东","广州","50万人民币",NA,"已缴纳 0.00 元","服务商","微型无人机 多轴飞行器 云台 FPV","Not available","Not available","无人机整机 无人机整机 / 无人机配件 无人机培训","个体经营 (服务商)","50-99人",1999,1,1,0,"Guangzhou subprovincial city and capital of Guangdong","hillsides"
"上海银鹰航空科技有限公司","https://www.81uav.cn/com/vicest/","服务范围：无人直升机飞行平台及零部件","本公司是一家集研发生产为一体企业。公司主导自主研发产品。经过多年研发，现已成功开发应用170CC系列无人直升机。产品设计独特，质量可靠，维护便利。欢迎新老客户光临惠顾！","上海银鹰航空科技有限公司","上海","上海","未填写","企业资料通过认证","已缴纳 0.00 元","制造商","无人直升机飞行平台及零部件","JF-1700H型无人直升机","Not available","无人机整机 无人机整机 / 无人机配件","企业单位 (制造商)","1-49人",2012,1,0,0,"Shanghai","Shanghai"
"南京领航航模科技有限公司","https://www.81uav.cn/com/nanjinlinghang/","服务范围：主要经营无人机的航拍与销售","南京领航航模科技有限公司专业致力于无人飞行器的研发、生产和销售，主营国际领先的无人机、低空飞行器，无人航拍机等产品的民营企业，经营大疆、亿航、AEE、澄星等国内一线品牌产品，产品包括一体机、飞控、航拍机、多轴飞控、直升机飞控、手持云台、航模等。并对产品的前期销售、系统集成、安装调试、租赁及培训、维修售后等全系列一条龙服务。承接专业无人机航拍，包括人文景观航拍，旅游景区航拍，公路网络航拍，城市规划航拍，城市建设航拍，房地产航拍，工业园区航拍，水利设施航拍，考古发现航拍，原始地形地貌航拍，工程进度航拍，广告宣传片航拍，各种鸟瞰图，俯视图以及各类视频图像航拍。在无人航拍机应用，无人机航拍服务方面处于国内领先地位，与南京航鹰无人机培训学校共建单位，跟多个科研企业，院校等有密切合作，圆满完成拍摄过国内国际多部知名影视剧。  我们拥有一支成熟的专业队伍，我们恪守严谨、务实的航空理念，严格售前售后服务从而让顾客更满意，一如既往地为广大客户提供优质、高效的服务是我们追求的宗旨。 联系方式：4008080352 025-83720207 地址：南京市雨花区玉兰路99号明发商业广场A区1-0207-0209号","南京领航航模科技有限公司","江苏","南京","未填写",NA,"已缴纳 0.00 元","服务商","主要经营无人机的航拍与销售","Not available","Not available","无人机培训 无人机整机 / 无人机配件","个体经营 (服务商)",NA,2014,1,1,0,"capital of China at different historical periods","Jiangsu"
"九江市飞翔航空科技有限公司","https://www.81uav.cn/com/hjy888/","服务范围：无人机植保。培训，销售。","公司集生产。销售。培训。科研为一体的无人机企业。农业植保，消防安保，电力，传媒等各行业的应用，","九江市飞翔航空科技有限公司","江西","九江","300万人民币",NA,"已缴纳 0.00 元","制造商,贸易商,服务商,其他机构","无人机植保。培训，销售。","无人机销售1无人机租赁1无人机培训教材","无人机电子产品","无人机整机 无人机整机 / 无人机配件 无人机培训","企业单位 (制造商,贸易商,服务商,其他机构)","50-99人",2007,1,1,0,"Jiujiang prefecture level city in Jiangxi","Jiangxi"
"天力发智能测绘科技有限公司","https://www.81uav.cn/com/tianlifa/","服务范围：无人机及无人机软件","北京天力发科贸有限责任公司是在1996年注册于北京中关村高科技园区的一家高科技地理空间信息企业，是服务于测绘及地理信息相关产业的先进设备和测量系统解决方案的提供商，所涉及领域覆盖天空（航空遥感测绘、无人机及航测软件)、地面（大地测绘、工程测量、移动三维扫描)及地下、水下（地下管网探测、水下地形测绘、变形监测、地质勘察）、地理信息数据采集、处理及应用。多年来我们积累了丰富的产品研发及系统集成经验，我公司20年如一日，坚持第一时间带给用户测绘最新技术和装备，用我们的信誉和真诚为客户创造使用价值，以一流的产品、优惠的价格和优质的服务赢得用户。        我公司是一家专业从事航空摄影测量工程、测量仪器和测绘软件开发、生产销售、检定、维修服务的企业，是测绘仪器行业第一个获得ISO 9000质量体系认证的企业，也是国家技术监督局授权计量修理许可证的企业。公司设有航摄工程部、软件开发部、技术部、维修服务部、市场部、管理部等部门。在全国各省市设有经销合作伙伴和销售服务中心。        公司承揽低空摄影及遥感测绘工程和服务，凭借专业的团队和先进的进口无人机及后处理软件为广大客户提供优质、安全、快捷的服务。        公司销售瑞士sensefly公司Ebee系列固定翼无人机、德国Microdrones MD4-1000四旋翼和法国Delair-tech DT18及DT26长航时无人机和意大利MENCI的APS和俄罗斯Agisoft、法国Smart3D建模软件、航摄后处理软件。依托全球顶尖的合作伙伴结合自己的软件平台，组成最快捷技术支持和解决方案。        公司营销部20年来一直是拓普康、索佳（日本及美国）全线产品中国一级代理，同时代理徕卡、天宝、中纬、苏一光、中海达、思拓力等品牌移动测量系统、三维扫描仪、GNSS、全站仪、电子水准仪等先进产品。用优质的服务和优惠的价格回报客户。        感谢您对北京天力发支持与帮助，非常感谢各界朋友关注北京天力发！","天力发智能测绘科技有限公司","北京","北京","500万人民币",NA,"已缴纳 0.00 元","贸易商","无人机及无人机软件","GPS|全站仪|经纬仪|水准仪|无人机","Not available","无人机培训 无人机整机 / 工业无人机 无人机整机 / 无人机配件 / 软件","企业单位 (贸易商)","100-499人",1996,1,1,0,"Beijing, capital of People's Republic of China","Beijing, capital of People's Republic of China"
"深圳市英飞铭科技有限公司","https://www.81uav.cn/com/pjkjliu/","服务范围：ebee无人机，delair-tech无人机，DT-18无人机，davis气象站","深圳市英飞铭科技有限公司主要以代理进口产品为主，代理瑞士ebee无人机，法国delair-tech无人机，美国Trimble无人机。美国DAVIS(戴维斯）加强无线气象站。地下管线探测仪有美国里奇，英国雷迪。手持GPS、大地测量仪器、三维建模系统、室内三维建模系统。 1.无人机项目，瑞士ebee无人机，ebee、ebee RTK。  法国delair-tech无人机，DT-18、DT-26  美国Trimble无人机，Trimble X100、Trimble UX5  台湾无人机，FLY800、FLY600  2.美国davis（戴维斯）气象站，无线气象站6250、6152、6162、6163，有线气象站6152c、6162c  3.地下管线探测仪，美国艾默生里奇管线探测仪SR-20、SR-60  英国雷迪，RD1000、RD8000、RD6000  4.无人机软件Postfight Terra 3D-EB,PIX 4D  5.室内三维建模移动测量系统  6手持GPS  7.大地测量仪器","深圳市英飞铭科技有限公司","广东","深圳","20万人民币",NA,"已缴纳 0.00 元","贸易商","ebee无人机，delair-tech无人机，DT-18无人机，davis气象站","无人机，求积仪，气象站，管线探测仪，轮式测距仪","无人机，求积仪，","无人机整机 / 无人机配件 无人机整机 无人机培训","企业单位 (贸易商)","50-99人",2012,1,1,0,"Shenzhen subprovincial city in Guangdong, special economic zone close Hong Kong","hillsides"
"零度智控（北京）科技有限公司","https://www.81uav.cn/com/lingduzk/","服务范围：YS系列自驾仪控制系统 商用云台系列 专业航拍摄影方案 ZERO系列无人机整机系统 无人机行业解决方案","零度智控以技术创新为立足之本，坚持自主研发，锐意进取；致力成为世界顶级无人控制系统及专业影视器材研发与服务的国际化企业。零度深知只有更加贴近客户的需求，发挥创造性思维，关注每一个细节才能立于世界的巅峰。我们始终坚持""卓越始于安全，高效源于稳定""的信念，追求最为极致的性能，为各个领域的客户提供最先进、最稳定的、最安全的产品。 零度智控拥有一系列特色产品及解决方案，其主要产品线涵盖最尖端的YS系列固定翼/多旋翼/直升机飞行控制系统及地面站控制系统，国内唯一的双余度飞行控制系统-双子星飞控安全性能极高；Z系列顶级的高端商用云台和国内首个影视级RED应用云台；且针对不同专业航拍领域的HighOne四旋翼、E1100八旋翼及E-Epic等多旋翼航拍平台；在应急、侦查、测绘等行业应用上还有雨燕、长航时、ZERO1200、ZERO1600等专业无人飞行器，具有很高的智能化水平。行业覆盖国防、测绘、电力、农业、海事、交通等诸多领域。","零度智控（北京）科技有限公司","北京","北京","500万人民币",NA,"已缴纳 0.00 元","制造商","YS系列自驾仪控制系统 商用云台系列 专业航拍摄影方案 ZERO系列无人机整机系统 无人机行业解决方案","YS系列自驾仪控制系统 商用云台系列 专业航拍摄影方案 ZERO系列无人机整机系统 无人机行业解决方案","Not available","无人机整机 无人机整机 / 无人机配件 无人机培训","企业单位 (制造商)","100-499人",2009,1,1,0,"Beijing, capital of People's Republic of China","Beijing, capital of People's Republic of China"
"上海良大阀门有限公司","https://www.81uav.cn/com/jxvalves/","服务范围：蝶阀、球阀、闸阀、止回阀、截止阀、调节阀、减压阀、阻火器、浆液阀、针型阀、管夹阀、放料阀、呼吸阀、排气阀、排泥阀、过滤器、隔膜阀、旋塞阀、柱塞阀、平衡阀、疏水阀","SHANGHAI LIANGDA VALVE CO.,LTD上海良大阀门有限公司是一家集开发，生产，科研并代理销售各种进口阀门为一体的综合型企业，公司总部位于人杰地灵，胜景如画，中国第一大都市，中国最大的经济、金融、贸易和工业基地中心—上海。    公司产品有：蝶阀、球阀、闸阀、止回阀、截止阀、调节阀、减压阀、阻火器、浆液阀、针型阀、管夹阀、放料阀、呼吸阀、排气阀、排泥阀、过滤器、隔膜阀、旋塞阀、柱塞阀、平衡阀、疏水阀、电磁阀、安全阀、陶瓷阀门、保温阀门、水利控制阀、高温高压阀门、不锈钢阀门、真空阀门、波纹管阀门、氨用阀门、油田阀门、电站阀门、化工阀门、蒸汽阀门、等工业上通用阀门。    阀门材质有：铸铁、碳钢、不锈钢、304、304L、316、316L、铬钼钢、WCB、WC6、WC9、20#、25#、锻钢、A105、合金钢。制造标准、GB、JB、HB、ANSI、API、DIN、JIS、国标、美标、德标、日标。工作压力1.0Mpa-64.0Mpa。工作温度：-196℃-600℃。连接方式：法兰、内螺纹、外螺纹、焊接、对焊、承插焊、卡套、卡箍。驱动方式：手动、蜗轮、气动、电动、液动等。    公司兼营代理销售：日本、德国、美国、英国、法国等进口阀门：日本阀天（VENN）阀门、日本北泽KITZ阀门、YOSHITAKE日本耀希达凯阀门、日本日立HITACHI阀门、德国LIK(莱克)阀门、德国福林(FRING)阀门、德国TOP(托普)阀门、英国UK(优科)阀门、法国OTTO(奥托)阀门、美国(VT)富特阀门、美国瑞恩(RYAN)阀门、进口阀门品牌系列 。    公司产品广泛应用于化工、石化、石油、造纸、采矿、电力、液化气、食品、制药、给排水、市政、机械设备配套、电子工业，城建等行业具有很高的知名度及影响力。    在激烈的市场竞争中，公司始终遵循“不求最大，只求最好”的经营原则！ 为新老客户提供更高质量的产品和更好的服务，同时，也希望得到广大新老客户、同行及朋友能一如既往的关心和支持！ 电话:021-51875578          联系人:苏先生、黄先生、陈先生  传真:021-59585235          手机:13916747333苏先生    网址:http://www.021pv.net     网址:http://www.588valves.com  邮箱:a15566@126.com       业务QQ：1049586020        ， 工厂地址:上海市奉贤区奉浦工业开发区 销售部地址:上海市徐汇区龙漕路51弄3号","上海良大阀门有限公司","上海","上海","未填写",NA,"已缴纳 0.00 元","制造商,贸易商","蝶阀、球阀、闸阀、止回阀、截止阀、调节阀、减压阀、阻火器、浆液阀、针型阀、管夹阀、放料阀、呼吸阀、排气阀、排泥阀、过滤器、隔膜阀、旋塞阀、柱塞阀、平衡阀、疏水阀","安全阀、陶瓷阀门、保温阀门、水利控制阀、高温高压阀门、不锈钢阀门、真空阀门、波纹管阀门、氨用阀门、油田阀门、电站阀门、化工阀门、蒸汽阀门","Not available","无人机整机 / 无人机配件 无人机培训 无人机整机","企业单位 (制造商,贸易商)",NA,2008,1,1,0,"Shanghai","Shanghai"
